name,hq,data_filings,median_wage,naics,relevant_title,score
NY TJ Max Inc,"Maspeth, NY",1,82763,45521,Business Analyst,22.5
NYC DEPARTMENT OF INFORMATIONTECHNOLOGY & TELECOMMUNICATION,"Brooklyn, NY",1,84342,92119,Cyber Audit Analyst,22.5
NYC Steel Detailing Inc,"Hicksville, NY",1,100000,238120,It Support Analyst,24.8
NYC Taxi and Limousine Commission,"New York, NY",1,135000,921120,It Data Engineer,32.7
NYCTEKK LLC,"Washington, NJ",1,,541511,Automation Qa Analyst,22.5
"NYSHEX, LLC","New York, NY",1,114490,481212,Sr. Supply Chain Product Analyst,28.1
"O&M Halyard, Inc.","Mechanicsville, VA",1,136475,423450,It Reporting Lead – Data Architect,33.1
"O&P Digital Technologies, LLC","Gainesville, FL",1,95472,541519,Data Architect,23.7
O&S Associates Engineers & Architects,"New York, NY",1,61000,541310,Marketing Analyst,22.5
"O'Neal Steel, LLC","Birmingham, AL",1,89200,331110,Computer Systems Analyst,22.5
"Oak Forest Management, LLC","Bryan, TX",1,,236210,Management Analyst,22.5
Oak Forest Realty,"Boston, MA",1,,531210,Data Scientists,22.5
"Oak Point Partners, LLC","Skokie, IL",1,61443,523940,Database Analyst,22.5
Oakland University,"Rochester, MI",1,63856,611310,Research Assistant,22.5
Oakploy LLC,"Duluth, GA",1,180000,455219,Sr. Market Research Analyst,43.0
OAKSTON TECHNOLOGIES LLC,"Malvern, PA",1,100000,541511,Sr System Analyst,24.8
"OBJECT DATA, INC","Iselin, NJ",1,120000,541511,Data Scientist,29.3
"Objective Medical Systems, LLC","Houma, LA",1,105000,541511,Data Scientist,25.9
"ObjectVideo Labs, LLC","Mclean, VA",1,145950,5415,Research Scientist,35.2
Occams Group LLC,"Columbia, MD",1,69000,541511,Database Administrator,22.5
Oceanview Life and Annuity Company,"Coral Gables, FL",1,90000,52429,Business Analyst / Quality Assurance Analyst,22.5
Ocher Technology Group,"Alpharetta, GA",1,,541511,Sr. Big Data Engineer,22.5
OCM New Jersey Inc,"Linden, NJ",1,,4244,Digital Marketing Analyst,22.5
"OCS Industries, Inc.","Poughkeepsie, NY",1,68000,236210,Operations Research Analyst,22.5
OCTATEK INC,"Chester Springs, PA",1,225000,541690,Principal Product Manager - Ai,47.5
OCTAURA LL TRADINGCO LLC,"New York, NY",1,120000,5231,Data Scientist,29.3
Octo Consulting Group LLC,"Reston, VA",1,140884,541512,Senior Storage And Data Protection Administrator/Engineer,34.1
Octohub Technology LLC,"Austin, TX",1,92000,541511,Data Analyst,23.0
Oculii Corp,"Beavercreek, OH",1,91250,541512,Machine Learning Engineer,22.8
OddsJam Inc.,"Great Falls, VA",1,143811,54151,Vice President Of Product - Sports Betting Data Company,34.7
Oden Technologies Inc.,"New York, NY",1,152000,513210,Senior Machine Learning Engineer,36.6
"ODH, Inc.","Princeton, NJ",1,148013,32541,Senior Data Engineer,35.7
"Odin Pharmaceuticals, LLC","Somerset, NJ",1,90000,424210,Business Analyst,22.5
"Odity New York, Inc.","New York, NY",1,60174,561422,Market Research Analyst,22.5
ODU Research Foundation,"Norfolk, VA",1,80000,5417,Research Scientist,22.5
ODW Express Inc.,"Itasca, IL",1,42182,484121,Supply Chain Analyst,22.5
"OFG Telecom USA, LLC","Dallas, TX",1,62608,541990,Logistics Management Analyst,22.5
"OFS Brands Holdings, Inc.","Huntingburg, IN",1,110000,33721,Crm Business Analyst,27.0
OGI Shared Service Center - Advertising LLC,"Jersey City, NJ",1,100000,541810,"Manager, Business Analytics",24.8
"Ognomy, Inc.","Buffalo, NY",1,42000,541511,Digital Marketing Analyst,22.5
Ohio Heat Holdings LLC,"Fairfield, OH",1,67000,332410,Database Administrator,22.5
"OHLA USA, Inc.","East Elmhurst, NY",1,80000,237990,Erp Analyst,22.5
OHO Corporation,"Boston, MA",1,90300,541613,Digital Marketing Sr. Analyst,22.6
"Oil Technologies Services, Inc.","West Deptford, NJ",1,66000,541990,Management Analyst,22.5
Oklahoma Baptist University,"Shawnee, OK",1,,541690,Energy Data Scientist,22.5
Oklahoma State University Alumni Association,"Stillwater, OK",1,,813410,Market Research Analyst,22.5
OL Studio Inc,"Philadelphia, PA",1,,812112,Business Intelligence Analyst,22.5
OL WAREHOUSE LLC,"Keasbey, NJ",1,,48412,Logistics Analyst,22.5
Ola MD LLC,"New Port Richey, FL",1,60528,561110,Data Analyst Coordinator,22.5
Old Dominion University Research Foundation,"Norfolk, VA",1,80000,54171,Senior Project Scientist,22.5
"Ole Mexican Foods, Inc.","Norcross, GA",1,69992,311830,Computer Systems Analyst,22.5
OLIGHTSTORE USA INC,"Lorton, VA",1,90000,423610,Business Analyst,22.5
"Olo, Inc.","New York, NY",1,128544,541511,Business Intelligence Lead,31.3
Olympic Public Affairs LLC,"Long Island City, NY",1,,518210,Operations Research Analyst (Growth & Finance Strategy),22.5
"OM Group, Inc.","Piscataway, NJ",1,82680,541519,Data Scientist,22.5
Om Narayan LLC,"Hereford, TX",1,76000,721110,Hospitality Management Analyst,22.5
"Omega Benefit Strategies, Inc.","Leominster, MA",1,75000,524292,Marketing And Data Analyst,22.5
Omegasoft International Inc,"Tampa, FL",1,85238,541511,Data Scientist,22.5
Omen Analytics Inc,"Dover, DE",1,160000,513210,Sensing Ml Engineer,38.4
"OMH-HealthEdge Holding, Inc.","Boca Raton, FL",1,110000,541611,Senior Business Analyst,27.0
OmicsCraft LLC,"Washington, DC",1,78603,5419,Data Scientist,22.5
"Omni Junction, Inc.","Dripping Springs, TX",1,120000,541511,Digital Transformation Systems Analyst,29.3
OMNI STRATEGY LLC,"Baltimore, MD",1,,541519,Data Analyst,22.5
Omnia Nail Spa Granite Run Corporation,"Media, PA",1,,812112,Business Operations Analyst,22.5
"OmniCable, LLC","West Chester, PA",1,125000,423610,It Business Analyst,30.5
OMNICOM PRECISION MARKETING GROUP LLC,"New York, NY",1,75000,54181,People Operations Analyst,22.5
OMNILATTICE LLC,"Tampa, FL",1,68890,541511,Business Analyst,22.5
"Omniscience, Inc.","Houston, TX",1,150000,541715,Principal Data Scientist,36.1
"OmniSpeech, LLC","College Park, MD",1,132500,513210,Senior Research Engineer,32.2
OMS National Insurance Company,"Schaumburg, IL",1,110000,524210,Senior Business Intelligence Developer,27.0
Omtech LLC,"Bloomington, MN",1,110000,541511,Data Architect,27.0
"Onbe, Inc.","Conshohocken, PA",1,103000,522320,Data Senior Analyst,25.5
Oncology Analytics Inc. d/b/a OncoHealth,"Atlanta, GA",1,94935,541990,Data Quality Engineer,23.6
ONCOR ELECTRIC DELIVERY COMPANY LLC,"Dallas, TX",1,145000,221122,Corporate Strategy Analyst Iii,35.0
One Door,"Boston, MA",1,83450,541511,Technical Support Analyst,22.5
"One GI, LLC","Brentwood, TN",1,76981,621399,Business Analyst,22.5
One Green Filter LLC,"Clearwater, FL",1,71000,238220,Software/Data Support Engineer,22.5
"ONE NETWORK ENTERPRISES, INC.","Dallas, TX",1,74576,541511,Data Engineer,22.5
One Power Company,"Findlay, OH",1,76138,221115,Field Engineer “ Industrial Data,22.5
"One Sky Flight, LLC","Richmond Heights, OH",1,90000,481211,Operations Analyst,22.5
"One Vector Technologies, LLC","Cambridge, MA",1,135000,541690,Sr. Quality Validation Analyst & Delivery Manager,32.7
"ONE WILLIAM STREET CAPITAL MANAGEMENT, L.P.","New York, NY",1,200000,523210,"Associate, Risk/Analytics",47.5
ONEASYBUY LLC,"Jericho, NY",1,,455219,Data Analyst,22.5
ONEDATA SOFTWARE SOLUTIONS LLC,"Fort Mill, SC",1,84032,541511,Data Analyst,22.5
Onedor Inc.,"Franklin Square, NY",1,,456110,E-Commerce Marketing Analyst,22.5
"OneGoat, Inc.","New York, NY",1,114670,541511,Product Analyst,28.1
"OneOncology, LLC","Nashville, TN",1,71000,622310,"Analyst, Analytics & Data Products",22.5
"OnGuard Fence Systems, Ltd.","Moorestown, NJ",1,61000,332323,Inventory Control Analyst,22.5
"Online Marketing Group, Inc.","New York, NY",1,62000,541613,Digital Communications Analyst (Marketing),22.5
"OnPoint Digital Solutions, LLC","Wichita, KS",1,130000,541511,Senior Data Scientist- Kbgfjg134022-1,31.6
"OnPoint Surgical, Inc.","Concord, MA",1,175000,3391,R&D Engineer “ Machine Learning,41.8
"Ontario Systems, LLC","Muncie, IN",1,78750,541511,Sales Operations Analyst,22.5
"Onur Ulgen, Inc.","Dearborn, MI",1,,541330,Senior Data Engineer And Scientist,22.5
"Onward Robotics (f/k/a IAM ROBOTICS, INC.)","Pittsburgh, PA",1,100000,54171,Senior Solutions Analyst,24.8
Onyx Medical LLC,"Memphis, TN",1,62733,423450,Business Analyst Project Manager,22.5
OnyxMP GrowthCo Inc.,"Austin, TX",1,125000,455219,Lead Data Analyst,30.5
OP CONSULTING GROUP LLC,"Okemos, MI",1,63190,54151,Business Systems Analyst,22.5
Opal Financial Group,"New York, NY",1,79789,541611,Market Research Analyst,22.5
"OPAL STONES INDUSTRIES, INC.","Houston, TX",1,82056,423320,Business Analyst,22.5
"Open Box, LLC","New York, NY",1,126840,541511,Technical Analyst,30.9
"OPEN DEALER EXCHANGE, LLC","Farmington Hills, MI",1,128219,54151,Sql Database Administrator,31.2
Open IT Labs LLC,"Parlin, NJ",1,108000,541511,Business Systems Analyst,26.6
OpenCloud IT Solutions Inc,"Frisco, TX",1,110531,541511,Sr. Database Administrator,27.2
Opensoft System Inc,"Alpharetta, GA",1,89877,541511,Business Intelligent Analyst,22.5
"OPENWAVE COMPUTING, LLC.","New York, NY",1,89898,541511,Database Administrator,22.5
Opera Invest LLC,"Miami, FL",1,67000,53131,Real Estate Marketing Data Analyst,22.5
Opes Solutions LLC,"Jacksonville, FL",1,,541511,Senior Data Engineer,22.5
OPEXR INC,"Lewis Center, OH",1,92040,541511,Sr. Business Analyst,23.0
Opinion Dynamics Corporation,"Waltham, MA",1,110000,541990,Sr. Data Analyst,27.0
Optamo LLC,"Bethlehem, PA",1,72000,541519,Business Analyst,22.5
"OpTech, LLC","Troy, MI",1,,541512,Business Analyst 1,22.5
"Optilogic, Inc.","Ann Arbor, MI",1,175000,541614,Principal Data Scientist,41.8
Optim IT Solutions,"Charlotte, NC",1,110000,541512,Level 2 Ai/Ml Software Developer,27.0
"Optimal Blue, LLC","Plano, TX",1,136500,541511,Software Test Analyst Iv,33.1
"OPTIMINE SOFTWARE, INC.","Minneapolis, MN",1,111000,423430,Etl Engineer,27.3
Optiv Security Inc.,"Leawood, KS",1,132912,54151,Senior Data Engineer,32.3
"OptML, Inc.","Atlanta, GA",1,175000,541512,Data Engineer,41.8
"Optomi, LLC","Atlanta, GA",1,,5415,Machine Learning Operations (Mlops) Engineer,22.5
"Optonomy, Inc.","Ann Arbor, MI",1,115000,541614,Data Scientist,28.2
OPULENT DENTAL PLLC,"Christiansburg, VA",1,76003,621210,Health Informatics Specialist,22.5
Opus Plastics LLC,"Branchburg, NJ",1,75733,326160,Business Analyst,22.5
"Ora, Inc.","Andover, MA",1,85218,813920,Associate Biostatistician,22.5
Oraanj Inc,"Mckinney, TX",1,82056,541512,Data Engineer,22.5
Oral Roberts University,"Tulsa, OK",1,55000,611310,Geovision Artificial Intelligence (Ai) Analyst,22.5
"Oran, Inc.","Herndon, VA",1,80900,541512,Business Analyst,22.5
ORANGE COUNTY PUBLIC SCHOOLS,"Orlando, FL",1,77627,611110,Senior Administrator - Research,22.5
Orangepath Financial Inc.,"Duluth, GA",1,50232,522310,Operations Research Analyst,22.5
"Orayaah Consulting, LLC","Houston, TX",1,117000,541990,Data Conversion Analyst Sr.,28.6
"Orbbec 3D Technology International, Inc.","Troy, MI",1,80000,54171,Senior Marketing Analyst,22.5
ORBIT FINANCING INC,"Stafford, TX",1,66000,522291,Business Analyst,22.5
"Orbitpeople, LLC","Austin, TX",1,105000,541511,Gcp Data Engineer,25.9
"Orca DB, Inc.","Arlington, MA",1,150000,541715,Machine Learning Engineer,36.1
Orchid Exchange Inc.,"Wilmington, DE",1,61838,518210,Spatial Data Analyst,22.5
Orchid Gene LLC,"Morrisville, NC",1,,1114,Business Analyst,22.5
"Orchid Orthopedic Solutions, LLC","Holt, MI",1,180000,33911,Data Architect,43.0
Organic Robotics Corporation,"Charlestown, MA",1,150000,541715,"Senior Research Scientist, Wearable Systems",36.1
ORGANIMED LLC,"Miramar, FL",1,,3259,Business Analyst,22.5
Organon LLC,"Jersey City, NJ",1,140795,325412,"Associate Director, Statistical Programming",34.0
Oriental Hotel Inc.,"East Point, GA",1,46000,721110,Market Research Analyst,22.5
"ORIGIN BRANDS, INC.","New York, NY",1,,424490,Market Research Analyst,22.5
Origin Digital LLC,"Northbrook, IL",1,145000,541511,Principal Data Scientist,35.0
OriginLab Corporation,"Northampton, MA",1,74880,541511,Statistician,22.5
"ORIX USA, LP","Dallas, TX",1,92000,5239,Business Data Analyst,23.0
ORIZON IT SOLUTIONS LLC,"Fortworth, TX",1,82056,541511,Data Engineer,22.5
"ORLANDO ADVANCED AESTHETIC DENTISTRY, PLLC","Lake Mary, FL",1,,621210,Management Analyst,22.5
Orlando Health Inc.,"Orlando, FL",1,135200,622110,Data/Bi Architect,32.8
Orlando Magic,"Orlando, FL",1,85000,711211,Player Development Analyst,22.5
Orlando Utilities Commission,"Orlando, FL",1,157163,541310,Database Architect,37.8
Orly Shoe Corporation,"New York, NY",1,115000,424340,"Management Analyst, Merchandising",28.2
"Oscar Gruss & Son, Incorporated","New York, NY",1,,5231,Project Manager / Corporate Development Analyst,22.5
"Oseberg, Inc.","Oklahoma City, OK",1,115000,541511,Data Systems Architect,28.2
"Oshi Health, Inc.","New York, NY",1,140000,621999,Senior Manager Growth & Analytics,33.9
Osiris Ratings Inc.,"Brooklyn, NY",1,200000,541511,Senior Data Engineer,47.5
"Osmose Utilities Services, Inc.","Atlanta, GA",1,61800,237130,Data Analyst,22.5
OSS Global Inc.,"Austin, TX",1,100000,541990,Quantitative Researcher,24.8
Ostium Labs Co.,"Brooklyn, NY",1,112000,523999,Lead Data Scientist,27.5
"OTC Direct, Inc.","Omaha, NE",1,91800,459420,Advanced Analytics Analyst,22.9
OTC Enterprises DBA Absolute Electric Supply,"Houston, TX",1,58677,423690,Otc Enterprises Business Analyst,22.5
OTG NEW YORK INC,"Northvale, NJ",1,,4244,Business Analyst,22.5
Ottawa Area Intermediate School District,"Holland, MI",1,73500,611710,Quality Assurance Analyst,22.5
Otter Tail Power Company,"Fergus Falls, MN",1,84036,2211,Senior Gis Analyst,22.5
OtterMon AI Inc.,"Raynham, MA",1,,518210,Founding Data Scientist,22.5
Oudi Wellness International Inc,"Frisco, TX",1,58386,812199,Market Research Analyst,22.5
"Outcome Referrals, Inc.","Framingham, MA",1,90000,5419,Statistician,22.5
"Outcomes Operating, Inc.","Orlando, FL",1,140000,541512,Sr. Data Engineer,33.9
OUTLAY GLOBAL LLC,"Irving, TX",1,105997,541511,Business Analyst / Information Technology Specialist,26.1
Outpace LLC,"Irving, TX",1,70000,541511,Data Scientist,22.5
Outrigger Group LLC,"St. Louis, MO",1,,5419,Senior Ai Software Engineer,22.5
"OutSystems, Inc.","Boston, MA",1,400000,513210,Consultant Ai Engineer,47.5
OVEARSEAS FOOD TRADING LTD,"Fort Lee, NJ",1,83000,4244,Data Analyst,22.5
Overdrive Marketing Communications LLC,"Allston, MA",1,77910,541810,Seo Analyst,22.5
"OVERHAUL GROUP, INC.","Austin, TX",1,83720,423860,Data Analyst,22.5
OverIT International Inc.,"Miami, FL",1,100000,541511,Sr Business Analyst,24.8
Overseas Students Services Corp.,"East Boston, MA",1,79789,611710,Market Research Analyst,22.5
Overture LLC,"Fairfax, VA",1,,517122,Operations Research Analyst,22.5
OVME MSO LLC,"Atlanta, GA",1,155000,62139,Business Intelligence Development Manager,37.3
Ovogene Inc.,"Long Grove, IL",1,95306,621991,Management Analyst,23.7
"Owl Autonomous Imaging, Inc.","Fairport, NY",1,103210,334513,Senior Machine Learning Engineer,25.5
"Ownwell, Inc.","Austin, TX",1,180000,522320,"Applied Scientist, Machine Learning",43.0
"Oxbridge Health, Inc.","Norwalk, CT",1,120000,524114,Business Intelligence & Data Engineer,29.3
"Oxford Communications, Inc.","Lambertville, NJ",1,85000,517810,Media And Information Systems Analyst,22.5
Oxford Strategic Legal Advisors,"Leesburg, VA",1,,541720,Senior Data Scientist,22.5
"Oxipital AI, Inc.","Bedford, MA",1,110000,541715,Senior Marketing Analyst,27.0
Oxygy Consulting Inc.,"Mattituck, NY",1,80000,541611,Digital Transformation Management Analyst,22.5
OZ Digital LLC,"Ft. Lauderdale, FL",1,108306,541511,Data Scientist,26.7
"Ozaki Marketing Consulting Co., Ltd.","New York, NY",1,60174,541613,Market Research Analyst,22.5
P C Insurance Agency LLC,"New York, NY",1,91270,524210,Operations Research Analyst,22.8
P STABLES LLC,"Loxahatchee, FL",1,88000,115210,Product Technology Analyst,22.5
"P&R Dental Strategies, LLC","Nashua, NH",1,,541511,Data Engineer,22.5
"P9 Cloud Solutions, Inc.","Herndon, VA",1,114026,54151,Azure Data Architect,28.0
"Pace, the Suburban Bus Division of the Regional Transportation Authority","Arlington Heights, IL",1,134268,485113,Senior Business Systems Analyst,32.6
Pacific Asiana LLC,"Chicago, IL",1,68848,493110,Management Analyst,22.5
"Pacific Century Securities, LLC","Woodside, NY",1,82763,523150,Investment Banking Analyst,22.5
"Pacific Plus International, Inc.","Farmers Branch, TX",1,85000,42441,Pricing And Operations Data Analyst,22.5
"Package Solutions, Inc.","Peachtree Corners, GA",1,131000,518210,Autonomy Machine Learning Engineer,31.8
Packaging Corporation of America,"Lake Forest, IL",1,93974,32221,Analyst - Data Scientist,23.4
PADDLE.COM INCORPORATED,"Astoria, NY",1,100000,541512,Senior Pricing Analyst,24.8
PAH Management,"Dallas, TX",1,65000,721110,Compliance Analyst & Hotel Administrator,22.5
"Paiseh, Inc.","New York, NY",1,120000,54151,Director Of Accounts – Analytics,29.3
Palisade Research Inc.,"Dover, DE",1,200000,541715,Research Engineer,47.5
"Palmco Administration, LLC","Brooklyn, NY",1,90000,22111,Database Administrator - Pricing (Director),22.5
Palmyra Pharmacy LLC,"Palmyra, NJ",1,66500,446110,Market Research Analyst,22.5
"Pan Asia Enterprise, LLC","Manchester, MO",1,65000,445110,Database Administrator,22.5
Pan86 LLC,"Parsippany, NJ",1,,541519,Data Analyst,22.5
Panasonic Corporation of North America,"Newark, NJ",1,,423690,Software Engineer -- Data Science,22.5
"Pandata Group, LLC","Madison, WI",1,80000,541511,Data Analyst,22.5
PangTong Wellhead USA Inc.,"Houston, TX",1,70000,423840,Global Supply Chain Analyst,22.5
"Panoplia Laboratories, Inc.","Cambridge, MA",1,,541714,Data Scientist,22.5
Panyu Corp,"Miami, FL",1,52500,337121,Business Analyst,22.5
Papa Inc.,"Miami, FL",1,155000,624120,Analytics Lead,37.3
"PAPE-DAWSON CONSULTING ENGINEERS, LLC.","San Antonio, TX",1,70699,541330,Gis Analyst Ii,22.5
Paper Cut Clothing LLC,"New York, NY",1,,424330,Jr. Production Management Analyst,22.5
Paper Street Media,"Miami, FL",1,70000,541613,Operations Research Analyst,22.5
PAR EXCELLENCE LLC,"New York, NY",1,93000,5414,Business Growth Strategy Analyst,23.2
Para Group LLC,"Somerset, NJ",1,111970,541511,Data Scientist,27.5
Parabole Inc.,"Monmouth Junction, NJ",1,108306,541511,Data Scientist,26.7
Parade Enterprises LLC,"Old Bridge, NJ",1,100000,722513,Management Analyst,24.8
Paragon Global Markets LLC,"New York, NY",1,73590,523160,Commodities Sales And Business Analyst,22.5
"Paramount Business Solutions, Inc","Chicago, IL",1,88000,541511,Database Engineer,22.5
PARAMOUNT JEWELERS LLC,"Mckinney, TX",1,67500,458310,Business Analyst,22.5
